Timestamp,RES101SoftWaterSupplyNo1_ResCl2(mg)
06-Feb-26 3:00:00 PM ICT,0.0
06-Feb-26 3:30:00 PM ICT,0.0
06-Feb-26 4:00:00 PM ICT,0.0
06-Feb-26 4:30:00 PM ICT,0.0
06-Feb-26 5:00:00 PM ICT,0.0
06-Feb-26 5:30:00 PM ICT,0.0
06-Feb-26 6:00:00 PM ICT,0.0
06-Feb-26 6:30:00 PM ICT,0.0
06-Feb-26 7:00:00 PM ICT,0.0
06-Feb-26 7:30:00 PM ICT,0.0
06-Feb-26 8:00:00 PM ICT,0.0
06-Feb-26 8:30:00 PM ICT,0.0
06-Feb-26 9:00:00 PM ICT,0.0
06-Feb-26 9:30:00 PM ICT,0.0
06-Feb-26 10:00:00 PM ICT,1.0
06-Feb-26 10:30:00 PM ICT,2.2
06-Feb-26 11:00:00 PM ICT,2.2
06-Feb-26 11:30:00 PM ICT,2.3
07-Feb-26 12:00:00 AM ICT,2.3
07-Feb-26 12:30:00 AM ICT,2.3
07-Feb-26 1:00:00 AM ICT,2.2
07-Feb-26 1:30:00 AM ICT,2.2
07-Feb-26 2:00:00 AM ICT,2.1
07-Feb-26 2:30:00 AM ICT,2.0
07-Feb-26 3:00:00 AM ICT,2.0
07-Feb-26 3:30:00 AM ICT,1.9
07-Feb-26 4:00:00 AM ICT,1.9
07-Feb-26 4:30:00 AM ICT,1.9
07-Feb-26 5:00:00 AM ICT,1.9
07-Feb-26 5:30:00 AM ICT,1.9
07-Feb-26 6:00:00 AM ICT,1.8
07-Feb-26 6:30:00 AM ICT,1.8
07-Feb-26 7:00:00 AM ICT,1.8
07-Feb-26 7:30:00 AM ICT,1.8
07-Feb-26 8:00:00 AM ICT,1.7
07-Feb-26 8:30:00 AM ICT,1.7
07-Feb-26 9:00:00 AM ICT,1.7
07-Feb-26 9:30:00 AM ICT,1.6
07-Feb-26 10:00:00 AM ICT,1.6
07-Feb-26 10:30:00 AM ICT,1.6
07-Feb-26 11:00:00 AM ICT,1.6
07-Feb-26 11:30:00 AM ICT,1.6
07-Feb-26 12:00:00 PM ICT,1.5
07-Feb-26 12:30:00 PM ICT,1.7
07-Feb-26 1:00:00 PM ICT,1.8
07-Feb-26 1:30:00 PM ICT,1.8
07-Feb-26 2:00:00 PM ICT,1.7
07-Feb-26 2:30:00 PM ICT,1.7
07-Feb-26 3:00:00 PM ICT,1.6
07-Feb-26 3:30:00 PM ICT,1.6
07-Feb-26 4:00:00 PM ICT,1.6
07-Feb-26 4:30:00 PM ICT,1.6
07-Feb-26 5:00:00 PM ICT,1.5
07-Feb-26 5:30:00 PM ICT,1.5
07-Feb-26 6:00:00 PM ICT,1.5
07-Feb-26 6:30:00 PM ICT,1.4
07-Feb-26 7:00:00 PM ICT,1.5
07-Feb-26 7:30:00 PM ICT,1.5
07-Feb-26 8:00:00 PM ICT,0.9
07-Feb-26 8:30:00 PM ICT,0.2
07-Feb-26 9:00:00 PM ICT,0.1
07-Feb-26 9:30:00 PM ICT,0.1
07-Feb-26 10:00:00 PM ICT,0.1
07-Feb-26 10:30:00 PM ICT,4.6
07-Feb-26 11:00:00 PM ICT,5.5
07-Feb-26 11:30:00 PM ICT,5.8
08-Feb-26 12:00:00 AM ICT,6.1
08-Feb-26 12:30:00 AM ICT,6.1
08-Feb-26 1:00:00 AM ICT,6.1
08-Feb-26 1:30:00 AM ICT,4.8
08-Feb-26 2:00:00 AM ICT,4.6
08-Feb-26 2:30:00 AM ICT,4.8
08-Feb-26 3:00:00 AM ICT,5.7
08-Feb-26 3:30:00 AM ICT,5.2
08-Feb-26 4:00:00 AM ICT,5.7
08-Feb-26 4:30:00 AM ICT,6.0
08-Feb-26 5:00:00 AM ICT,5.8
08-Feb-26 5:30:00 AM ICT,5.9
08-Feb-26 6:00:00 AM ICT,5.7
08-Feb-26 6:30:00 AM ICT,5.8
08-Feb-26 7:00:00 AM ICT,5.7
08-Feb-26 7:30:00 AM ICT,5.3
08-Feb-26 8:00:00 AM ICT,5.1
08-Feb-26 8:30:00 AM ICT,3.4
08-Feb-26 9:00:00 AM ICT,0.0
08-Feb-26 9:30:00 AM ICT,0.0
08-Feb-26 10:00:00 AM ICT,0.0
08-Feb-26 10:30:00 AM ICT,0.0
08-Feb-26 11:00:00 AM ICT,0.0
08-Feb-26 11:30:00 AM ICT,0.0
08-Feb-26 12:00:00 PM ICT,0.0
08-Feb-26 12:30:00 PM ICT,0.0
08-Feb-26 1:00:00 PM ICT,0.0
08-Feb-26 1:30:00 PM ICT,0.0
08-Feb-26 2:00:00 PM ICT,0.0
08-Feb-26 2:30:00 PM ICT,0.0
08-Feb-26 3:00:00 PM ICT,0.0
08-Feb-26 3:30:00 PM ICT,0.0
08-Feb-26 4:00:00 PM ICT,0.0
08-Feb-26 4:30:00 PM ICT,0.0
08-Feb-26 5:00:00 PM ICT,0.0
08-Feb-26 5:30:00 PM ICT,0.0
08-Feb-26 6:00:00 PM ICT,0.0
08-Feb-26 6:30:00 PM ICT,0.0
08-Feb-26 7:00:00 PM ICT,0.0
08-Feb-26 7:30:00 PM ICT,0.0
08-Feb-26 8:00:00 PM ICT,0.0
08-Feb-26 8:30:00 PM ICT,0.0
08-Feb-26 9:00:00 PM ICT,0.0
08-Feb-26 9:30:00 PM ICT,0.0
08-Feb-26 10:00:00 PM ICT,0.0
08-Feb-26 10:30:00 PM ICT,0.0
08-Feb-26 11:00:00 PM ICT,0.0
08-Feb-26 11:30:00 PM ICT,0.0
09-Feb-26 12:00:00 AM ICT,0.0
09-Feb-26 12:30:00 AM ICT,0.0
09-Feb-26 1:00:00 AM ICT,0.0
09-Feb-26 1:30:00 AM ICT,0.0
09-Feb-26 2:00:00 AM ICT,0.0
09-Feb-26 2:30:00 AM ICT,0.0
09-Feb-26 3:00:00 AM ICT,0.0
09-Feb-26 3:30:00 AM ICT,0.0
09-Feb-26 4:00:00 AM ICT,0.0
09-Feb-26 4:30:00 AM ICT,0.0
09-Feb-26 5:00:00 AM ICT,0.0
09-Feb-26 5:30:00 AM ICT,0.0
09-Feb-26 6:00:00 AM ICT,0.0
09-Feb-26 6:30:00 AM ICT,0.0
09-Feb-26 7:00:00 AM ICT,0.0
09-Feb-26 7:30:00 AM ICT,0.0
09-Feb-26 8:00:00 AM ICT,0.0
09-Feb-26 8:30:00 AM ICT,0.0
09-Feb-26 9:00:00 AM ICT,0.0
09-Feb-26 9:30:00 AM ICT,0.0
09-Feb-26 10:00:00 AM ICT,0.0
09-Feb-26 10:30:00 AM ICT,0.0
09-Feb-26 11:00:00 AM ICT,0.0
09-Feb-26 11:30:00 AM ICT,0.0
09-Feb-26 12:00:00 PM ICT,0.0
09-Feb-26 12:30:00 PM ICT,0.0
09-Feb-26 1:00:00 PM ICT,0.0
09-Feb-26 1:30:00 PM ICT,0.0
09-Feb-26 2:00:00 PM ICT,0.0
09-Feb-26 2:30:00 PM ICT,0.0
09-Feb-26 3:00:00 PM ICT,0.0
09-Feb-26 3:30:00 PM ICT,0.0
09-Feb-26 4:00:00 PM ICT,0.0
09-Feb-26 4:30:00 PM ICT,0.0
09-Feb-26 5:00:00 PM ICT,0.0
09-Feb-26 5:30:00 PM ICT,0.0
09-Feb-26 6:00:00 PM ICT,0.0
09-Feb-26 6:30:00 PM ICT,0.0
09-Feb-26 7:00:00 PM ICT,0.0
09-Feb-26 7:30:00 PM ICT,0.0
09-Feb-26 8:00:00 PM ICT,0.0
09-Feb-26 8:30:00 PM ICT,0.0
09-Feb-26 9:00:00 PM ICT,0.0
09-Feb-26 9:30:00 PM ICT,0.0
09-Feb-26 10:00:00 PM ICT,0.0
09-Feb-26 10:30:00 PM ICT,0.0
09-Feb-26 11:00:00 PM ICT,0.0
09-Feb-26 11:30:00 PM ICT,0.0
10-Feb-26 12:00:00 AM ICT,0.0
10-Feb-26 12:30:00 AM ICT,0.0
10-Feb-26 1:00:00 AM ICT,0.0
10-Feb-26 1:30:00 AM ICT,0.0
10-Feb-26 2:00:00 AM ICT,0.0
10-Feb-26 2:30:00 AM ICT,0.0
10-Feb-26 3:00:00 AM ICT,0.0
10-Feb-26 3:30:00 AM ICT,0.0
10-Feb-26 4:00:00 AM ICT,0.0
10-Feb-26 4:30:00 AM ICT,0.0
10-Feb-26 5:00:00 AM ICT,0.0
10-Feb-26 5:30:00 AM ICT,0.0
10-Feb-26 6:00:00 AM ICT,0.0
10-Feb-26 6:30:00 AM ICT,0.0
10-Feb-26 7:00:00 AM ICT,0.0
10-Feb-26 7:30:00 AM ICT,0.0
10-Feb-26 8:00:00 AM ICT,0.0
10-Feb-26 8:30:00 AM ICT,0.0
10-Feb-26 9:00:00 AM ICT,0.0
10-Feb-26 9:30:00 AM ICT,0.0
10-Feb-26 10:00:00 AM ICT,0.0
10-Feb-26 10:30:00 AM ICT,0.0
10-Feb-26 11:00:00 AM ICT,0.0
10-Feb-26 11:30:00 AM ICT,0.2
10-Feb-26 12:00:00 PM ICT,0.8
10-Feb-26 12:30:00 PM ICT,0.7
10-Feb-26 1:00:00 PM ICT,0.6
10-Feb-26 1:30:00 PM ICT,0.4
10-Feb-26 2:00:00 PM ICT,0.7
10-Feb-26 2:30:00 PM ICT,0.5
10-Feb-26 3:00:00 PM ICT,0.6
10-Feb-26 3:30:00 PM ICT,0.6
10-Feb-26 4:00:00 PM ICT,0.8
10-Feb-26 4:30:00 PM ICT,0.6
10-Feb-26 5:00:00 PM ICT,0.5
10-Feb-26 5:30:00 PM ICT,0.9
10-Feb-26 6:00:00 PM ICT,1.1
10-Feb-26 6:30:00 PM ICT,0.6
10-Feb-26 7:00:00 PM ICT,0.6
10-Feb-26 7:30:00 PM ICT,0.7
10-Feb-26 8:00:00 PM ICT,0.6
10-Feb-26 8:30:00 PM ICT,0.6
10-Feb-26 9:00:00 PM ICT,0.7
10-Feb-26 9:30:00 PM ICT,0.6
10-Feb-26 10:00:00 PM ICT,0.6
10-Feb-26 10:30:00 PM ICT,0.6
10-Feb-26 11:00:00 PM ICT,0.6
10-Feb-26 11:30:00 PM ICT,0.6
11-Feb-26 12:00:00 AM ICT,0.7
11-Feb-26 12:30:00 AM ICT,0.6
11-Feb-26 1:00:00 AM ICT,0.6
11-Feb-26 1:30:00 AM ICT,0.6
11-Feb-26 2:00:00 AM ICT,0.6
11-Feb-26 2:30:00 AM ICT,0.7
11-Feb-26 3:00:00 AM ICT,0.6
11-Feb-26 3:30:00 AM ICT,0.6
11-Feb-26 4:00:00 AM ICT,0.6
11-Feb-26 4:30:00 AM ICT,0.6
11-Feb-26 5:00:00 AM ICT,0.6
11-Feb-26 5:30:00 AM ICT,0.6
11-Feb-26 6:00:00 AM ICT,1.3
11-Feb-26 6:30:00 AM ICT,0.7
11-Feb-26 7:00:00 AM ICT,0.6
11-Feb-26 7:30:00 AM ICT,0.6
11-Feb-26 8:00:00 AM ICT,0.6
11-Feb-26 8:30:00 AM ICT,0.6
11-Feb-26 9:00:00 AM ICT,0.7
11-Feb-26 9:30:00 AM ICT,0.6
11-Feb-26 10:00:00 AM ICT,0.9
11-Feb-26 10:30:00 AM ICT,0.8
11-Feb-26 11:00:00 AM ICT,0.7
11-Feb-26 11:30:00 AM ICT,0.8
11-Feb-26 12:00:00 PM ICT,0.6
11-Feb-26 12:30:00 PM ICT,0.7
11-Feb-26 1:00:00 PM ICT,0.6
11-Feb-26 1:30:00 PM ICT,0.7
11-Feb-26 2:00:00 PM ICT,0.8
11-Feb-26 2:30:00 PM ICT,0.6
11-Feb-26 3:00:00 PM ICT,0.7
11-Feb-26 3:30:00 PM ICT,0.8
11-Feb-26 4:00:00 PM ICT,1.0
11-Feb-26 4:30:00 PM ICT,1.1
11-Feb-26 5:00:00 PM ICT,0.6
11-Feb-26 5:30:00 PM ICT,0.7
11-Feb-26 6:00:00 PM ICT,1.0
11-Feb-26 6:30:00 PM ICT,0.6
11-Feb-26 7:00:00 PM ICT,0.6
11-Feb-26 7:30:00 PM ICT,0.6
11-Feb-26 8:00:00 PM ICT,0.6
11-Feb-26 8:30:00 PM ICT,0.6
11-Feb-26 9:00:00 PM ICT,0.6
11-Feb-26 9:30:00 PM ICT,0.6
11-Feb-26 10:00:00 PM ICT,0.6
11-Feb-26 10:30:00 PM ICT,0.6
11-Feb-26 11:00:00 PM ICT,0.6
11-Feb-26 11:30:00 PM ICT,0.6
12-Feb-26 12:00:00 AM ICT,0.6
